State,Year,Candidate,Constituency,Party,Criminal_Case,Education,Total_Assets,Liabilities
Punjab,2022,Dr. Brijesh Bangar,GILL (SC),Peoples Party of India (Democratic),0,Post Graduate,5755293.0,"Rs 18,84,030"
Punjab,2022,Dr. Daljit Singh Cheema,RUPNAGAR,SAD,3,Post Graduate,29403249.0,"Rs 39,83,632"
Punjab,2022,Dr. Dharambir Agnihotri,TARN TARAN,INC,0,Graduate Professional,36187270.0,"Rs 8,50,000"
Punjab,2022,Dr. Farooq Masih,QADIAN,Peoples Party of India (Democratic),2,10th Pass,2652000.0,Rs 0
Punjab,2022,Dr. Harjot Kamal,MOGA,BJP,0,Post Graduate,36763656.0,"Rs 66,69,000"
Punjab,2022,Dr. Jasbir Singh Sandhu,AMRITSAR WEST (SC),AAP,0,Graduate Professional,20862145.0,"Rs 15,93,311"
Punjab,2022,Dr. Kamaljit Singh,SRI HARGOBINDPUR (SC),IND,0,Post Graduate,69674595.0,"Rs 41,72,983"
Punjab,2022,Dr. Kashmir Singh Sohal,TARN TARAN,AAP,1,Post Graduate,55421838.0,"Rs 6,00,000"
Punjab,2022,Dr. Manoj Bala Bansal,MAUR,INC,0,Graduate Professional,41484084.0,"Rs 35,28,328"
Punjab,2022,Dr. Navjot Singh Dahiya,NAKODAR,INC,0,Post Graduate,109174546.0,"Rs 35,00,000"
Punjab,2022,Dr. Nishan Singh Hakamwala,BUDHLADA (SC),SAD,1,Post Graduate,31213789.0,"Rs 90,98,153"
Punjab,2022,Dr. Raj Kumar,CHABBEWAL (SC),INC,0,Post Graduate,207205107.0,"Rs 5,76,66,706"
Punjab,2022,Dr. Ram Chawla,AMRITSAR CENTRAL,BJP,0,Graduate Professional,17715703.0,Rs 0
Punjab,2022,Dr. Ranvir Kaur Mian,BUDHLADA (SC),INC,0,Doctorate,24209000.0,"Rs 4,49,094"
Punjab,2022,Dr. Sukhmandeep Singh Dhillon,TARN TARAN,IND,0,Graduate Professional,9480456.0,Rs 0
Punjab,2022,Dr.Ravjot Singh,SHAM CHAURASI (SC),AAP,1,Post Graduate,61509330.0,"Rs 48,77,816"
Punjab,2022,Emaan Singh Mann,FATEHGARH SAHIB,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),1,Graduate,71624431.0,"Rs 10,00,000"
Punjab,2022,Er. Jagtar Singh Lamba,PAYAL (SC),IND,0,10th Pass,881000.0,Rs 0
Punjab,2022,Fatehjang Singh Bajwa,BATALA,BJP,0,Graduate,260384426.0,"Rs 1,72,00,000"
Punjab,2022,Fauja Singh,GURU HAR SAHAI,AAP,0,Post Graduate,12980000.0,"Rs 6,00,000"
Punjab,2022,Gagandeep Alias Sunny Kainth,GILL (SC),Lok Insaaf Party,4,Graduate,12120828.0,Rs 0
Punjab,2022,Gagandeep Singh,AMRITSAR WEST (SC),IND,0,Graduate Professional,1587700.0,Rs 0
Punjab,2022,Ganieve Kaur Majithia,MAJITHA,SAD,0,Graduate,120712819.0,"Rs 1,34,25,853"
Punjab,2022,Gaurav Kakkar,FARIDKOT,BJP,1,Graduate,30573822.0,"Rs 73,36,040"
Punjab,2022,Gobind Singh Chhajli,DIRBA (SC),CPI(ML)(L),0,Illiterate,81500.0,Rs 0
Punjab,2022,Gobind Singh Longowal,LEHRA,SAD,0,Graduate,32025000.0,"Rs 12,95,423"
Punjab,2022,Goldy Nahar,PHILLAUR (SC),Lok Insaaf Party,0,8th Pass,1485264.0,"Rs 52,320"
Punjab,2022,Gonny Khabra,GARHSHANKAR,IND,0,Graduate,10984000.0,Rs 0
Punjab,2022,Gora Singh,BHADAUR (SC),IND,1,Illiterate,3163000.0,"Rs 2,68,000"
Punjab,2022,Gulzar Khanna,NABHA (SC),IND,1,12th Pass,18500000.0,Rs 0
Punjab,2022,Gulzar Singh Moonak,DIRBA (SC),SAD,0,Graduate Professional,26343997.0,"Rs 4,00,000"
Punjab,2022,Gulzar Singh Ranike,ATTARI (SC),SAD,1,Literate,95564626.0,Rs 0
Punjab,2022,Guraditta Singh,NIHAL SINGH WALA (SC),IND,0,12th Pass,36000.0,Rs 0
Punjab,2022,Gurbachan Singh,BATALA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Graduate Professional,8939000.0,Rs 0
Punjab,2022,Gurbachan Singh Babehali,GURDASPUR,SAD,3,10th Pass,84344610.0,"Rs 2,47,00,000"
Punjab,2022,Gurbaj Singh,BARNALA,Bahujan Mukti Party,0,12th Pass,1547000.0,Rs 0
Punjab,2022,Gurbhej Singh,GURU HAR SAHAI,IND,0,Graduate,5500.0,Rs 0
Punjab,2022,Gurcharan Singh,MOGA,IND,0,8th Pass,1250000.0,"Rs 1,00,000"
Punjab,2022,Gurcharan Singh Rajput,SAHNEWAL,JD(U),1,12th Pass,27449570.0,"Rs 3,58,15,000"
Punjab,2022,Gurcharan Singh Sangha,FARIDKOT,Lok Insaaf Party,1,12th Pass,50498089.0,"Rs 28,00,000"
Punjab,2022,Gurdeep Singh,DERA BABA NANAK,AAP,0,12th Pass,40355000.0,"Rs 80,54,847"
Punjab,2022,Gurdeep Singh,JAGRAON (SC),IND,0,10th Pass,536000.0,"Rs 5,75,000"
Punjab,2022,Gurdeep Singh,NIHAL SINGH WALA (SC),IND,0,Illiterate,320000.0,"Rs 40,000"
Punjab,2022,Gurdeep Singh,JAITU (SC),Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,8th Pass,4243000.0,Rs 0
Punjab,2022,Gurdeep Singh,DERA BABA NANAK,IND,0,10th Pass,2050000.0,Rs 0
Punjab,2022,Gurdeep Singh Kali,PAYAL (SC),IND,2,12th Pass,460000.0,Rs 0
Punjab,2022,Gurdev Sharma Debi,LUDHIANA CENTRAL,BJP,0,8th Pass,122356174.0,"Rs 3,40,00,000"
Punjab,2022,Gurdev Singh,ANANDPUR SAHIB,CPI(M),0,5th Pass,1739500.0,Rs 0
Punjab,2022,Gurdev Singh,KHADUR SAHIB,IND,2,10th Pass,437500.0,Rs 0
Punjab,2022,Gurdev Singh Dev Maan,NABHA (SC),AAP,1,12th Pass,5358709.0,Rs 0
Punjab,2022,Gurdhian Singh,SHUTRANA (SC),IND,0,Literate,1720000.0,Rs 0
Punjab,2022,Gurdit Singh Sekhon,FARIDKOT,AAP,2,10th Pass,19945446.0,"Rs 3,22,600"
Punjab,2022,Gurinder Singh,AMLOH,AAP,0,Post Graduate,4550726.0,"Rs 4,99,376"
Punjab,2022,Guriqbal Singh Mahal,QADIAN,SAD,4,12th Pass,131103696.0,"Rs 4,15,73,569"
Punjab,2022,Gurjant Singh Kattu,MEHAL KALAN (SC),Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,12th Pass,1157122.0,Rs 0
Punjab,2022,Gurjinder Singh,FAZILKA,IND,0,10th Pass,0.0,Rs 0
Punjab,2022,Gurjit Singh,SHUTRANA (SC),Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,541264.0,"Rs 4,000"
Punjab,2022,Gurjodh Singh Gill,LUDHIANA EAST,Lok Insaaf Party,0,Graduate Professional,1227971.0,Rs 0
Punjab,2022,Gurkirat Singh,KHANNA,INC,0,Graduate,40797627.0,Rs 0
Punjab,2022,Gurlal Ghanaur,GHANAUR,AAP,0,12th Pass,24299735.0,"Rs 25,00,000"
Punjab,2022,Gurlal Singh,RAJA SANSI,IND,0,Illiterate,12000.0,Rs 0
Punjab,2022,Gurlal Singh,GHANAUR,IND,0,Post Graduate,126725.0,Rs 0
Punjab,2022,Gurmeet Kaur,MALOUT (SC),IND,0,Literate,1839000.0,"Rs 8,12,698"
Punjab,2022,Gurmeet Singh,DIRBA (SC),IND,0,5th Pass,1050000.0,Rs 0
Punjab,2022,Gurmeet Singh,JALALABAD,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,1060000.0,Rs 0
Punjab,2022,Gurmeet Singh Khudian,LAMBI,AAP,0,12th Pass,25942031.0,"Rs 20,00,000"
Punjab,2022,Gurmeet Singh Meet Hayer,BARNALA,AAP,5,Graduate Professional,4406505.0,Rs 0
Punjab,2022,Gurmeet Singh Nandgarh,SARDULGARH,CPI(ML)(L),0,8th Pass,357100.0,"Rs 30,000"
Punjab,2022,Gurmit Singh Mundian,SAHNEWAL,Lok Insaaf Party,1,12th Pass,23890525.0,"Rs 58,23,797"
Punjab,2022,Gurmit Singh Sodhi,FIROZPUR CITY,BJP,0,10th Pass,170141212.0,"Rs 30,16,243"
Punjab,2022,Gurmukh Singh,CHAMKAUR SAHIB (SC),SP,0,10th Pass,230000.0,"Rs 1,50,000"
Punjab,2022,Gurmukh Singh,JALANDHAR CANTT,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),1,Literate,1050950.0,Rs 0
Punjab,2022,Gurnaib Singh,SANGRUR,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,12th Pass,3131000.0,Rs 0
Punjab,2022,Gurnam Kaur,BABA BAKALA (SC),IND,0,Post Graduate,15198211.0,Rs 0
Punjab,2022,Gurnam Singh,MANSA,IND,0,12th Pass,89686.0,Rs 0
Punjab,2022,Gurnam Singh Daud,JANDIALA (SC),IND,1,10th Pass,513898.0,Rs 0
Punjab,2022,Gurpartap Singh,JALANDHAR NORTH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),1,12th Pass,907676.0,"Rs 19,09,478"
Punjab,2022,Gurpartap Singh Wadala,NAKODAR,SAD,3,Graduate Professional,78421519.0,"Rs 3,60,000"
Punjab,2022,Gurpervez Singh,GURU HAR SAHAI,BJP,1,Graduate Professional,73894768.0,"Rs 39,74,221"
Punjab,2022,Gurpreet Bassi Gogi,LUDHIANA WEST,AAP,1,Graduate,57788624.0,Rs 0
Punjab,2022,Gurpreet Kaur,BHUCHO MANDI (SC),IND,0,Post Graduate,3138846.0,Rs 0
Punjab,2022,Gurpreet Singh,SANOUR,IND,0,10th Pass,5914000.0,"Rs 2,50,000"
Punjab,2022,Gurpreet Singh,BARNALA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Graduate,2964483.0,"Rs 3,93,702"
Punjab,2022,Gurpreet Singh,BASSI PATHANA (SC),INC,0,12th Pass,30153957.0,"Rs 1,04,64,737"
Punjab,2022,Gurpreet Singh,RAMPURA PHUL,IND,0,8th Pass,735501.0,Rs 0
Punjab,2022,Gurpreet Singh,JALALABAD,IND,0,Illiterate,187905.0,Rs 0
Punjab,2022,Gurpreet Singh,GURDASPUR,IND,0,12th Pass,5200000.0,"Rs 15,80,000"
Punjab,2022,Gurpreet Singh,PAYAL (SC),Bahujan Mukti Party,0,Graduate Professional,2527000.0,Rs 0
Punjab,2022,Gurpreet Singh,AMLOH,SAD,3,Graduate,10983759.0,"Rs 67,00,000"
Punjab,2022,Gurpreet Singh Arora,MOGA,IND,0,12th Pass,3780000.0,Rs 0
Punjab,2022,Gurpreet Singh Banawali,SARDULGARH,AAP,1,Graduate Professional,21511262.0,"Rs 23,76,367"
Punjab,2022,Gurpreet Singh Bhatti,KHANNA,BJP,0,12th Pass,271882864.0,"Rs 44,23,939"
Punjab,2022,Gurpreet Singh Kangar,RAMPURA PHUL,INC,0,Graduate,147741632.0,"Rs 1,89,23,582"
Punjab,2022,Gurpreet Singh Kotli,GIDDERBAHA,IND,0,Post Graduate,125410.0,Rs 0
Punjab,2022,Gurpreet Singh Rureke,MEHAL KALAN (SC),CPI(ML)(L),0,5th Pass,8100.0,"Rs 50,000"
Punjab,2022,Gurpreet Singh Shahpur,NABHA (SC),BJP,1,12th Pass,1792000.0,Rs 0
Punjab,2022,Gursawak Singh Bhana,FARIDKOT,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,12th Pass,60000.0,Rs 0
Punjab,2022,Gursewak Singh,SARDULGARH,IND,0,Graduate Professional,14122773.0,"Rs 17,00,000"
Punjab,2022,Gursewak Singh,RAJPURA,IND,0,10th Pass,138398.0,Rs 0
Punjab,2022,Gursharan Singh,KHEM KARAN,IND,0,12th Pass,20000.0,Rs 0
Punjab,2022,Gurtej Singh,MEHAL KALAN (SC),IND,0,8th Pass,3620000.0,"Rs 13,50,000"
Punjab,2022,Gurtej Singh,LAMBI,IND,0,10th Pass,550000.0,"Rs 1,26,000"
Punjab,2022,Gurvatan Singh,MUKERIAN,IND,0,8th Pass,7059234.0,Rs 0
Punjab,2022,Gurwinder Singh,BHOLATH,IND,0,12th Pass,402096.0,"Rs 7,90,108"
Punjab,2022,Gurwinder Singh,FATEHGARH SAHIB,Lok Insaaf Party,0,10th Pass,225000.0,Rs 0
Punjab,2022,Hakam Singh,RAIKOT (SC),AAP,0,12th Pass,31847000.0,Rs 0
Punjab,2022,Hans Raj,ABOHAR,IND,1,8th Pass,12065000.0,"Rs 30,000"
Punjab,2022,Hans Raj Josan,FAZILKA,SAD,0,Graduate Professional,25490000.0,"Rs 38,00,000"
Punjab,2022,Hans Singh,BHADAUR (SC),Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),1,5th Pass,1751000.0,Rs 0
Punjab,2022,Hansa Singh,BATALA,CPI(M),0,8th Pass,820000.0,Rs 0
Punjab,2022,Hansa Singh,SRI HARGOBINDPUR (SC),IND,0,5th Pass,560000.0,Rs 0
Punjab,2022,Harbans Singh,MEHAL KALAN (SC),SP,0,10th Pass,1260000.0,Rs 0
Punjab,2022,Harbhagwan Sharma Bhikhi,SUNAM,CPI(ML)(L),0,12th Pass,15500.0,Rs 0
Punjab,2022,Harbhajan Singh,JANDIALA (SC),AAP,1,Post Graduate,11639694.0,"Rs 29,00,390"
Punjab,2022,Harchand Kaur,MEHAL KALAN (SC),INC,0,10th Pass,3475000.0,"Rs 47,02,351"
Punjab,2022,Harchand Ram,JAITU (SC),Bahujan Mukti Party,0,Others,2171491.0,"Rs 8,55,000"
Punjab,2022,Harchand Singh,PAYAL (SC),IND,0,Illiterate,2000.0,Rs 0
Punjab,2022,Hardeep Singh,SAMANA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,3071000.0,"Rs 20,000"
Punjab,2022,Hardeep Singh,GIDDERBAHA,IND,0,8th Pass,3073120.0,Rs 0
Punjab,2022,Hardeep Singh Dimpy Dhillon,GIDDERBAHA,SAD,6,Graduate,126531296.0,"Rs 4,03,67,033"
Punjab,2022,Hardeep Singh Mundian,SAHNEWAL,AAP,1,10th Pass,53603536.0,"Rs 14,68,676"
Punjab,2022,Hardev Singh Baggar Maur Mandi,MAUR,IND,0,8th Pass,831000.0,Rs 0
Punjab,2022,Hardev Singh Laddi,SHAHKOT,INC,0,10th Pass,170952285.0,"Rs 3,64,61,000"
Punjab,2022,Hardial Singh Kamboj,RAJPURA,INC,0,Graduate,40532381.0,"Rs 6,20,471"
Punjab,2022,Hari Chand Gupta,FIROZPUR CITY,IND,0,Graduate,24631751.0,"Rs 22,83,594"
Punjab,2022,Harinder Pal Singh Chandumajra,SANOUR,SAD,3,Graduate Professional,123842944.0,Rs 0
Punjab,2022,Harinder Pal Singh Harry Mann,SANOUR,INC,0,Graduate Professional,197319680.0,"Rs 82,88,883"
Punjab,2022,Harinder Singh,RAJPURA,IND,0,8th Pass,5785.0,Rs 0
Punjab,2022,Harinderjeet Singh,RAMPURA PHUL,IND,1,12th Pass,36125387.0,Rs 0
Punjab,2022,Harish Chander,JALALABAD,IND,0,10th Pass,3756695.0,Rs 0
Punjab,2022,Harish Rai,ATAM NAGAR,SAD,1,Graduate Professional,260758076.0,"Rs 46,10,266"
Punjab,2022,Harjinder Singh,TALWANDI SABO,IND,0,5th Pass,4716063.0,"Rs 8,54,899"
Punjab,2022,Harjinder Singh,BAGHA PURANA,Lok Insaaf Party,1,12th Pass,1900000.0,Rs 0
Punjab,2022,Harjinder Singh,LUDHIANA CENTRAL,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,222000.0,Rs 0
Punjab,2022,Harjinder Singh,PATTI,IND,1,10th Pass,7065000.0,Rs 0
Punjab,2022,Harjinder Singh Tanda,KHADUR SAHIB,IND,0,Literate,10038000.0,Rs 0
Punjab,2022,Harjit Singh,MALOUT (SC),IND,0,Graduate Professional,86000.0,Rs 0
Punjab,2022,Harjit Singh,SAHNEWAL,IND,0,Graduate,6191720.0,"Rs 1,99,466"
Punjab,2022,Harjot Singh Bains,ANANDPUR SAHIB,AAP,0,Graduate Professional,24125755.0,"Rs 22,93,753"
Punjab,2022,Harkiran Jeet Singh,FAZILKA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,Post Graduate,4576.0,Rs 0
Punjab,2022,Harkirat Singh,ATAM NAGAR,IND,0,10th Pass,24743061.0,"Rs 10,89,804"
Punjab,2022,Harmanpreet Singh,SANGRUR,Lok Insaaf Party,0,12th Pass,8560000.0,Rs 0
Punjab,2022,Harmeet Singh Muradmajra,SANOUR,IND,0,12th Pass,660211.0,Rs 0
Punjab,2022,Harmeet Singh Sandhu,TARN TARAN,SAD,1,Graduate,62417279.0,"Rs 1,24,06,241"
Punjab,2022,Harmilap Singh Grewal,BATHINDA URBAN,IND,0,Post Graduate,2061102.0,Rs 0
Punjab,2022,Harminder Singh,CHABBEWAL (SC),AAP,2,12th Pass,15270149.0,"Rs 3,00,000"
Punjab,2022,Harminder Singh,PATTI,INC,0,Post Graduate,35019778.0,"Rs 28,78,346"
Punjab,2022,Harminder Singh,SULTANPUR LODHI,SAD,0,12th Pass,110111376.0,Rs 0
Punjab,2022,Harminder Singh Jassi,TALWANDI SABO,IND,2,Graduate,102856721.0,"Rs 29,97,638"
Punjab,2022,Harmit Singh Pathanmajra,SANOUR,AAP,0,12th Pass,24186077.0,"Rs 4,00,000"
Punjab,2022,Harmohan Singh,CHAMKAUR SAHIB (SC),BSP,0,Graduate Professional,11299000.0,Rs 0
Punjab,2022,Harnek Singh,FAZILKA,IND,1,12th Pass,2325500.0,"Rs 2,90,000"
Punjab,2022,Harpal Juneja,PATIALA,SAD,4,Graduate Professional,36098242.0,"Rs 11,24,269"
Punjab,2022,Harpal Singh,AMRITSAR EAST,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,8th Pass,804000.0,Rs 0
Punjab,2022,Harpal Singh,KOTKAPURA,IND,0,10th Pass,21414282.0,"Rs 6,25,000"
Punjab,2022,Harpal Singh,JANDIALA (SC),IND,0,8th Pass,1828356.0,Rs 0
Punjab,2022,Harpal Singh Baler,KHEM KARAN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,12th Pass,16100855.0,"Rs 12,54,253"
Punjab,2022,Harpal Singh Cheema,DIRBA (SC),AAP,1,Graduate Professional,11607794.0,"Rs 36,72,318"
Punjab,2022,Harpartap Singh,AJNALA,INC,0,Graduate Professional,409673433.0,"Rs 75,00,000"
Punjab,2022,Harpartap Singh,AJNALA,IND,0,10th Pass,97000.0,Rs 0
Punjab,2022,Harpreet Singh,MALOUT (SC),SAD,1,Graduate Professional,18928154.0,"Rs 20,40,415"
Punjab,2022,Harpreet Singh,BARNALA,IND,0,12th Pass,430000.0,"Rs 80,000"
Punjab,2022,Harpreet Singh,DHARAMKOT,IND,0,8th Pass,126123108.0,Rs 0
Punjab,2022,Harpreet Singh,BABA BAKALA (SC),Lok Insaaf Party,0,Graduate,3504000.0,"Rs 21,67,767"
Punjab,2022,Harpreet Singh,DHURI,CPI(ML)(L),0,8th Pass,106000.0,Rs 0
Punjab,2022,Harpritpal Sigh Virk,SULTANPUR LODHI,IND,1,Post Graduate,2212000.0,Rs 0
Punjab,2022,Harsimran Singh,S.A.S. NAGAR,IND,0,12th Pass,805390.0,"Rs 2,00,000"
Punjab,2022,Harsimranjot Singh,KOTKAPURA,IND,0,Graduate Professional,25912.0,Rs 0
Punjab,2022,Harvinder Singh Gill,BATHINDA RURAL (SC),INC,0,Post Graduate,19780695.0,"Rs 64,76,434"
Punjab,2022,Inderbir Singh Bolaria,AMRITSAR SOUTH,INC,0,Graduate,85174545.0,"Rs 2,70,44,675"
Punjab,2022,Inderbir Singh Nijjar,AMRITSAR SOUTH,AAP,1,Post Graduate,360004024.0,"Rs 40,02,069"
Punjab,2022,Inderjeet Singh Dholan,KHEM KARAN,Bahujan Mukti Party,0,10th Pass,1510500.0,Rs 0
Punjab,2022,Inderjit Kaur Mann,NAKODAR,AAP,1,Graduate,9161928.0,"Rs 23,39,178"
Punjab,2022,Inderjit Singh,MAJITHA,IND,0,10th Pass,2567000.0,"Rs 4,30,000"
Punjab,2022,Indu Bala,MUKERIAN,INC,0,Graduate,88226318.0,"Rs 67,28,093"
Punjab,2022,Iqbal Singh Jhundan,AMARGARH,SAD,1,Graduate Professional,120182356.0,"Rs 11,68,000"
Punjab,2022,Iqbal Singh Lalpura,RUPNAGAR,BJP,0,Graduate,38562676.0,Rs 0
Punjab,2022,Ishwarjot Singh Cheema,LUDHIANA SOUTH,INC,0,Graduate Professional,7933909.0,Rs 0
Punjab,2022,Jagbir Singh Brar,JALANDHAR CANTT,SAD,0,Graduate Professional,112708840.0,"Rs 36,72,834"
Punjab,2022,Jagdeep Kamboj,JALALABAD,AAP,1,Graduate Professional,32170422.0,"Rs 32,50,000"
Punjab,2022,Jagdeep Singh,GHANAUR,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,209804.0,Rs 0
Punjab,2022,Jagdeep Singh,PAYAL (SC),Lok Insaaf Party,1,8th Pass,4251009.0,"Rs 5,56,776"
Punjab,2022,Jagdeep Singh (Kaka Brar),MUKTSAR,AAP,0,8th Pass,131030458.0,"Rs 82,40,950"
Punjab,2022,Jagdeep Singh Cheema,FATEHGARH SAHIB,SAD,0,12th Pass,97651607.0,"Rs 32,98,180"
Punjab,2022,Jagdeep Singh Gill,DAKHA,IND,0,Graduate Professional,135300000.0,Rs 0
Punjab,2022,Jagdev Singh,SANOUR,IND,0,Graduate Professional,10560000.0,Rs 0
Punjab,2022,Jagdev Singh,BASSI PATHANA (SC),Lok Insaaf Party,0,Post Graduate,1535000.0,"Rs 9,00,000"
Punjab,2022,Jagdish Kumar,PATIALA,IND,0,5th Pass,1575500.0,Rs 0
Punjab,2022,Jagdish Kumar Jagga,RAJPURA,BJP,0,12th Pass,35979593.0,"Rs 25,26,882"
Punjab,2022,Jagdish Masih,GURDASPUR,IND,0,10th Pass,2500000.0,Rs 0
Punjab,2022,Jagdish Rai Sharma,FARIDKOT,SP,0,Graduate Professional,40017330.0,Rs 0
Punjab,2022,Jagdish Singh Atwal,LEHRA,IND,0,Graduate,11032309.0,Rs 0
Punjab,2022,Jagir Kaur,BHOLATH,SAD,2,Graduate Professional,145233127.0,"Rs 99,00,100"
Punjab,2022,Jagjit Singh,DHARAMKOT,Lok Insaaf Party,0,10th Pass,4295500.0,"Rs 13,00,000"
Punjab,2022,Jagjit Singh,DERA BABA NANAK,IND,1,12th Pass,44829000.0,Rs 0
Punjab,2022,Jagjit Singh,RAJPURA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,10th Pass,428500.0,Rs 0
Punjab,2022,Jagjit Singh Milkha,SARDULGARH,BJP,0,Graduate,144849.0,Rs 0
Punjab,2022,Jagmeet Singh Brar,MAUR,SAD,0,Graduate Professional,67934284.0,"Rs 2,84,534"
Punjab,2022,Jagmohan Sharma,LUDHIANA EAST,BJP,0,Illiterate,34253407.0,Rs 0
Punjab,2022,Jagmohan Singh Raju,AMRITSAR EAST,BJP,0,Doctorate,84500000.0,"Rs 39,37,000"
Punjab,2022,Jagneet Singh,GHANAUR,IND,0,12th Pass,0.0,Rs 0
Punjab,2022,Jagpal Singh,AMARGARH,IND,0,5th Pass,1507000.0,Rs 0
Punjab,2022,Jagpal Singh Abulkhurana,LAMBI,INC,0,Graduate,53575074.0,"Rs 1,26,23,562"
Punjab,2022,Jagroop Singh,BHADAUR (SC),Lok Insaaf Party,0,8th Pass,81000.0,Rs 0
Punjab,2022,Jagroop Singh Gill,BATHINDA URBAN,AAP,0,Graduate Professional,136947034.0,"Rs 32,00,000"
Punjab,2022,Jagroop Singh Sekhwan,QADIAN,AAP,2,Graduate Professional,17898340.0,Rs 0
Punjab,2022,Jagseer Singh,TALWANDI SABO,IND,0,10th Pass,18753352.0,"Rs 27,88,378"
Punjab,2022,Jagseer Singh,BHUCHO MANDI (SC),IND,0,Post Graduate,40000.0,Rs 0
Punjab,2022,Jagsir Singh,BHUCHO MANDI (SC),AAP,1,Others,5558075.0,"Rs 3,75,394"
Punjab,2022,Jagsir Singh,BATHINDA RURAL (SC),IND,0,10th Pass,515000.0,Rs 0
Punjab,2022,Jagtar Singh,JAGRAON (SC),INC,0,Others,6384867.0,"Rs 16,51,040"
Punjab,2022,Jagtar Singh,RAIKOT (SC),IND,0,Doctorate,41743982.0,Rs 0
Punjab,2022,Jagtar Singh,LUDHIANA CENTRAL,SP,0,8th Pass,2724000.0,Rs 0
Punjab,2022,Jagtar Singh,SAMRALA,AAP,2,10th Pass,16391946.0,"Rs 9,47,000"
Punjab,2022,Jagwinder Pal Singh (Jagga Majithia),MAJITHA,INC,0,10th Pass,11346852.0,"Rs 23,99,891"
Punjab,2022,Jai Krishan,GARHSHANKAR,AAP,4,12th Pass,17601265.0,"Rs 22,51,600"
Punjab,2022,Janak Raj,DASUYA,IND,0,10th Pass,2006657.0,Rs 0
Punjab,2022,Jang Bahadur Singh,GARHSHANKAR,IND,1,8th Pass,34265792.0,"Rs 37,57,670"
Punjab,2022,Jangi Lal Mahajan,MUKERIAN,BJP,0,10th Pass,35864777.0,Rs 0
Punjab,2022,Janmeja Singh Sekhon,ZIRA,SAD,1,12th Pass,101439000.0,"Rs 4,93,50,000"
Punjab,2022,Jarnail Nangal,PHAGWARA (SC),Lok Insaaf Party,2,12th Pass,4467687.0,"Rs 14,52,983"
Punjab,2022,Jasbir Kaur Beero,BABA BAKALA (SC),IND,0,Literate,305000.0,Rs 0
Punjab,2022,Jasbir Singh,PATIALA,IND,1,10th Pass,40240000.0,Rs 0
Punjab,2022,Jasbir Singh Mann,JALANDHAR WEST (SC),Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),0,12th Pass,48390.0,Rs 0
Punjab,2022,Jasdeep Kaur Yadu,KHANNA,SAD,0,Graduate,403067446.0,"Rs 1,23,32,248"
Punjab,2022,Jasdeep Singh,PATIALA RURAL,IND,0,12th Pass,440140000.0,"Rs 5,70,00,000"
Punjab,2022,Jashandeep Singh,PATIALA RURAL,IND,0,Post Graduate,2110000.0,Rs 0
Punjab,2022,Jaskaran Singh,RAMPURA PHUL,IND,0,Graduate,2427500.0,"Rs 13,50,000"
Punjab,2022,Jaskaran Singh Kahan Singh Wala,KOTKAPURA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),1,Post Graduate,140000.0,Rs 0
Punjab,2022,Jaskaranjeet Singh,SHAHKOT,CPI(M),0,10th Pass,1031000.0,"Rs 3,00,000"
Punjab,2022,Jasmeet Singh Randhawa,MAJITHA,IND,4,12th Pass,5282000.0,"Rs 4,86,000"
Punjab,2022,Jaspal Singh,GHANAUR,IND,0,Post Graduate,5913000.0,Rs 0
Punjab,2022,Jaspal Singh,QADIAN,IND,0,12th Pass,1100000.0,Rs 0
Punjab,2022,Jaspal Singh,PATIALA RURAL,SAD,0,12th Pass,33095386.0,"Rs 39,01,272"
Punjab,2022,Jassal Singh,MALOUT (SC),IND,0,5th Pass,63000.0,"Rs 1,21,137"
Punjab,2022,Jasveer Singh,MEHAL KALAN (SC),IND,0,Graduate Professional,537000.0,Rs 0
Punjab,2022,Jasvinder Singh Dhiman S/O Darshan Singh,SUNAM,IND,0,10th Pass,596000.0,Rs 0
Punjab,2022,Jasvir Chander,KHARAR,IND,0,Post Graduate,221249673.0,"Rs 2,19,41,994"
